venue,format,matches,completed_matches,no_results,ties,draws,batting_first_matches,batting_first_wins,batting_first_win_pct,bowling_first_matches,bowling_first_wins,bowling_first_win_pct,innings_count,total_runs,first_innings_count,first_innings_total_runs,second_innings_count,second_innings_total_runs,total_bowler_wickets,fast_wickets,medium_wickets,off_spin_wickets,leg_spin_wickets,unknown_wickets,avg_score,max_score,min_score,avg_first_innings_score,max_first_innings_score,min_first_innings_score,avg_second_innings_score,max_second_innings_score,min_second_innings_score,fast_wicket_pct,medium_wicket_pct,off_spin_wicket_pct,leg_spin_wicket_pct,pace_wicket_pct,spin_wicket_pct
Seebarn Cricket Centre,T20,4,4,0,0,0,3,3,100.0,1,1,100.0,8,791,4,572,4,219,40,0,0,0,0,40,98.88,198,50,143.0,198,54,54.75,61,50,0.0,0.0,0.0,0.0,0.0,0.0
"Seebarn Cricket Centre, Lower Austria",T20,1,1,0,0,0,1,1,100.0,0,0,0.0,2,248,1,165,1,83,12,0,0,0,0,12,124.0,165,83,165.0,165,165,83.0,83,83,0.0,0.0,0.0,0.0,0.0,0.0
"Selangor Turf Club, Kuala Lumpur",T20,29,28,1,0,0,8,8,100.0,20,20,100.0,57,4901,29,2657,28,2244,327,0,0,0,0,327,85.98,169,19,91.62,168,19,80.14,169,21,0.0,0.0,0.0,0.0,0.0,0.0
Senwes Park,ODI,21,20,1,0,0,9,9,100.0,11,11,100.0,42,8652,21,4703,21,3949,288,0,0,0,0,288,206.0,337,2,223.95,337,63,188.05,273,2,0.0,0.0,0.0,0.0,0.0,0.0
Senwes Park,T20,9,8,1,0,0,3,3,100.0,5,5,100.0,18,2191,9,1189,9,1002,86,0,0,0,0,86,121.72,224,15,132.11,224,84,111.33,168,15,0.0,0.0,0.0,0.0,0.0,0.0
Senwes Park,Test,1,1,0,0,0,1,1,100.0,0,0,0.0,4,1153,1,496,1,320,29,0,0,0,0,29,288.25,496,90,496.0,496,496,320.0,320,320,0.0,0.0,0.0,0.0,0.0,0.0
"Senwes Park, Potchefstroom",ODI,5,5,0,0,0,0,0,0.0,5,5,100.0,10,2432,5,1251,5,1181,57,0,0,0,0,57,243.2,305,153,250.2,301,222,236.2,305,153,0.0,0.0,0.0,0.0,0.0,0.0
"Senwes Park, Potchefstroom",T20,45,42,3,0,0,24,24,100.0,18,18,100.0,88,12605,45,6885,43,5720,554,0,0,0,0,554,143.24,271,21,153.0,271,73,133.02,230,21,0.0,0.0,0.0,0.0,0.0,0.0
Shaheed Chandu Stadium,ODI,4,4,0,0,0,1,1,100.0,3,3,100.0,8,1511,4,767,4,744,62,0,0,0,0,62,188.88,220,118,191.75,220,118,186.0,218,119,0.0,0.0,0.0,0.0,0.0,0.0
Shaheed Chandu Stadium,Test,1,1,0,0,0,0,0,0.0,1,1,100.0,4,871,1,234,1,316,30,0,0,0,0,30,217.75,316,120,234.0,234,234,316.0,316,316,0.0,0.0,0.0,0.0,0.0,0.0
Shaheed Veer Narayan Singh International Stadium,T20,20,20,0,0,0,9,9,100.0,11,11,100.0,40,5593,20,2878,20,2715,243,0,0,0,0,243,139.82,195,103,143.9,195,103,135.75,161,104,0.0,0.0,0.0,0.0,0.0,0.0
"Shaheed Veer Narayan Singh International Stadium, Raipur",ODI,2,2,0,0,0,0,0,0.0,2,2,100.0,4,939,2,466,2,473,23,0,0,0,0,23,234.75,362,108,233.0,358,108,236.5,362,111,0.0,0.0,0.0,0.0,0.0,0.0
"Shaheed Veer Narayan Singh International Stadium, Raipur",T20,4,4,0,0,0,1,1,100.0,3,3,100.0,8,1464,4,740,4,724,48,0,0,0,0,48,183.0,209,154,185.0,208,166,181.0,209,154,0.0,0.0,0.0,0.0,0.0,0.0
"Shahid Kamruzzaman Stadium, Rajshahi",ODI,3,3,0,0,0,0,0,0.0,3,3,100.0,6,1169,3,583,3,586,43,0,0,0,0,43,194.83,214,165,194.33,213,165,195.33,214,166,0.0,0.0,0.0,0.0,0.0,0.0
Sharad Pawar Cricket Academy BKC,T20,10,10,0,0,0,1,1,100.0,9,9,100.0,20,2848,10,1471,10,1377,104,0,0,0,0,104,142.4,192,82,147.1,192,107,137.7,171,82,0.0,0.0,0.0,0.0,0.0,0.0
Sharjah Cricket Association Stadium,ODI,7,7,0,0,0,3,3,100.0,4,4,100.0,14,2930,7,1629,7,1301,98,0,0,0,0,98,209.29,286,127,232.71,286,168,185.86,230,127,0.0,0.0,0.0,0.0,0.0,0.0
Sharjah Cricket Stadium,ODI,32,32,0,0,0,14,14,100.0,18,18,100.0,64,14263,32,7535,32,6728,471,0,0,0,0,471,222.86,364,103,235.47,364,103,210.25,311,105,0.0,0.0,0.0,0.0,0.0,0.0
Sharjah Cricket Stadium,T20,139,135,2,2,0,53,53,100.0,82,82,100.0,280,39353,139,20606,137,18706,1704,0,0,0,0,1704,140.55,241,3,148.24,241,17,136.54,226,38,0.0,0.0,0.0,0.0,0.0,0.0
Sharjah Cricket Stadium,Test,5,4,0,0,1,1,1,100.0,3,3,100.0,19,5637,5,1707,5,2014,169,0,0,0,0,169,296.68,690,87,341.4,428,234,402.8,690,306,0.0,0.0,0.0,0.0,0.0,0.0
Sheikh Abu Naser Stadium,ODI,2,2,0,0,0,1,1,100.0,1,1,100.0,4,824,2,491,2,333,29,0,0,0,0,29,206.0,292,132,245.5,292,199,166.5,201,132,0.0,0.0,0.0,0.0,0.0,0.0
Sheikh Abu Naser Stadium,T20,4,4,0,0,0,3,3,100.0,1,1,100.0,8,1306,4,697,4,609,50,0,0,0,0,50,163.25,187,125,174.25,187,163,152.25,166,125,0.0,0.0,0.0,0.0,0.0,0.0
Sheikh Abu Naser Stadium,Test,3,2,0,0,1,1,1,100.0,1,1,100.0,11,4067,3,1152,3,1644,94,0,0,0,0,94,369.73,648,30,384.0,433,332,548.0,648,368,0.0,0.0,0.0,0.0,0.0,0.0
"Sheikh Abu Naser Stadium, Khulna",T20,7,7,0,0,0,5,5,100.0,2,2,100.0,14,2094,7,1103,7,991,85,0,0,0,0,85,149.57,197,108,157.57,197,129,141.57,167,108,0.0,0.0,0.0,0.0,0.0,0.0
Sheikh Kamal International Cricket Stadium,ODI,2,2,0,0,0,1,1,100.0,1,1,100.0,4,545,2,319,2,226,29,0,0,0,0,29,136.25,251,68,159.5,251,68,113.0,157,69,0.0,0.0,0.0,0.0,0.0,0.0
Sheikh Zayed Stadium,ODI,37,37,0,0,0,22,22,100.0,15,15,100.0,74,16909,37,9089,37,7820,573,0,0,0,0,573,228.5,308,116,245.65,308,197,211.35,295,116,0.0,0.0,0.0,0.0,0.0,0.0
Sheikh Zayed Stadium,T20,70,68,0,2,0,28,28,100.0,40,40,100.0,144,19647,70,10168,70,9452,839,0,0,0,0,839,136.44,206,2,145.26,205,66,135.03,206,67,0.0,0.0,0.0,0.0,0.0,0.0
Sheikh Zayed Stadium,Test,13,9,0,0,4,8,8,100.0,1,1,100.0,52,14861,13,4730,13,4584,426,0,0,0,0,426,285.79,598,21,363.85,584,153,352.62,598,145,0.0,0.0,0.0,0.0,0.0,0.0
"Sheikh Zayed Stadium, Abu Dhabi",T20,30,30,0,0,0,18,18,100.0,12,12,100.0,60,8750,30,4628,30,4122,375,0,0,0,0,375,145.83,247,73,154.27,247,77,137.4,232,73,0.0,0.0,0.0,0.0,0.0,0.0
Sheikhupura Stadium,ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,368,1,181,1,187,13,0,0,0,0,13,184.0,187,181,181.0,181,181,187.0,187,187,0.0,0.0,0.0,0.0,0.0,0.0
Sher-e-Bangla National Cricket Stadium,ODI,1,1,0,0,0,1,1,100.0,0,0,0.0,2,387,1,246,1,141,19,0,0,0,0,19,193.5,246,141,246.0,246,246,141.0,141,141,0.0,0.0,0.0,0.0,0.0,0.0
Shere Bangla National Stadium,ODI,85,84,1,0,0,37,37,100.0,47,47,100.0,169,36856,85,19580,84,17276,1252,0,0,0,0,1252,218.08,370,58,230.35,370,58,205.67,330,58,0.0,0.0,0.0,0.0,0.0,0.0
Shere Bangla National Stadium,T20,37,37,0,0,0,17,17,100.0,20,20,100.0,74,10056,37,5382,37,4674,454,0,0,0,0,454,135.89,204,80,145.46,204,81,126.32,189,80,0.0,0.0,0.0,0.0,0.0,0.0
Shere Bangla National Stadium,Test,14,11,0,0,3,5,5,100.0,6,6,100.0,50,13968,14,4512,13,4800,418,0,0,0,0,418,279.36,730,2,322.29,557,192,369.23,730,169,0.0,0.0,0.0,0.0,0.0,0.0
"Shere Bangla National Stadium, Mirpur",ODI,42,38,1,3,0,20,20,100.0,18,18,100.0,87,16152,42,8948,41,7168,651,0,0,0,0,651,185.66,326,7,213.05,326,81,174.83,279,83,0.0,0.0,0.0,0.0,0.0,0.0
"Shere Bangla National Stadium, Mirpur",T20,304,303,0,1,0,135,135,100.0,168,168,100.0,610,86828,304,45586,304,41221,3894,0,0,0,0,3894,142.34,220,10,149.95,220,44,135.6,207,45,0.0,0.0,0.0,0.0,0.0,0.0
"Shere Bangla National Stadium, Mirpur",Test,14,14,0,0,0,8,8,100.0,6,6,100.0,52,13308,14,4660,14,3835,455,0,0,0,0,455,255.92,610,29,332.86,610,106,273.93,560,87,0.0,0.0,0.0,0.0,0.0,0.0
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",T20,1,1,0,0,0,0,0,0.0,1,1,100.0,2,259,1,127,1,132,13,0,0,0,0,13,129.5,132,127,127.0,127,127,132.0,132,132,0.0,0.0,0.0,0.0,0.0,0.0
"Sikh Union Club Ground, Nairobi",T20,16,16,0,0,0,8,8,100.0,8,8,100.0,32,4191,16,2242,16,1949,212,0,0,0,0,212,130.97,182,71,140.12,182,97,121.81,172,71,0.0,0.0,0.0,0.0,0.0,0.0
"Simar Cricket Ground, Rome",T20,19,19,0,0,0,10,10,100.0,9,9,100.0,38,4865,19,2632,19,2233,249,0,0,0,0,249,128.03,244,84,138.53,244,86,117.53,173,84,0.0,0.0,0.0,0.0,0.0,0.0
"Simonds Stadium, South Geelong",T20,2,2,0,0,0,1,1,100.0,1,1,100.0,4,511,2,274,2,237,36,0,0,0,0,36,127.75,176,61,137.0,173,101,118.5,176,61,0.0,0.0,0.0,0.0,0.0,0.0
"Simonds Stadium, South Geelong, Victoria",T20,6,6,0,0,0,2,2,100.0,4,4,100.0,12,1677,6,864,6,813,66,0,0,0,0,66,139.75,178,107,144.0,175,111,135.5,178,107,0.0,0.0,0.0,0.0,0.0,0.0
Singapore National Cricket Ground,T20,59,57,2,0,0,27,27,100.0,30,30,100.0,117,14230,59,8161,58,6069,690,0,0,0,0,690,121.62,313,12,138.32,313,31,104.64,210,12,0.0,0.0,0.0,0.0,0.0,0.0
Sinhalese Sports Club,ODI,2,2,0,0,0,2,2,100.0,0,0,0.0,4,1005,2,565,2,440,34,0,0,0,0,34,251.25,308,181,282.5,308,257,220.0,259,181,0.0,0.0,0.0,0.0,0.0,0.0
Sinhalese Sports Club Ground,ODI,12,9,3,0,0,3,3,100.0,6,6,100.0,21,4266,12,2451,9,1815,150,0,0,0,0,150,203.14,290,11,204.25,289,11,201.67,290,141,0.0,0.0,0.0,0.0,0.0,0.0
Sinhalese Sports Club Ground,T20,2,2,0,0,0,0,0,0.0,2,2,100.0,4,379,2,183,2,196,23,0,0,0,0,23,94.75,133,59,91.5,124,59,98.0,133,63,0.0,0.0,0.0,0.0,0.0,0.0
Sinhalese Sports Club Ground,Test,16,10,0,0,6,8,8,100.0,2,2,100.0,58,18779,16,6137,16,5883,490,0,0,0,0,490,323.78,756,7,383.56,642,89,367.69,756,124,0.0,0.0,0.0,0.0,0.0,0.0
"Sinhalese Sports Club Ground, Colombo",ODI,1,1,0,0,0,1,1,100.0,0,0,0.0,2,314,1,186,1,128,14,0,0,0,0,14,157.0,186,128,186.0,186,186,128.0,128,128,0.0,0.0,0.0,0.0,0.0,0.0
"Sinhalese Sports Club Ground, Colombo",T20,25,24,1,0,0,11,11,100.0,13,13,100.0,49,6627,25,3605,24,3022,329,0,0,0,0,329,135.24,235,7,144.2,235,7,125.92,191,56,0.0,0.0,0.0,0.0,0.0,0.0
"Sinhalese Sports Club Ground, Colombo",Test,3,3,0,0,0,0,0,0.0,3,3,100.0,9,2809,3,678,3,1662,83,0,0,0,0,83,312.11,628,133,226.0,265,166,554.0,628,458,0.0,0.0,0.0,0.0,0.0,0.0
"Sinovich Park, Sinoville",ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,316,1,156,1,160,13,0,0,0,0,13,158.0,160,156,156.0,156,156,160.0,160,160,0.0,0.0,0.0,0.0,0.0,0.0
Sir Paul Getty's Ground,ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,276,1,152,1,124,12,0,0,0,0,12,138.0,152,124,152.0,152,152,124.0,124,124,0.0,0.0,0.0,0.0,0.0,0.0
Sir Paul Getty's Ground,Test,2,1,0,0,1,0,0,0.0,1,1,100.0,8,1560,2,423,2,428,57,0,0,0,0,57,195.0,331,92,211.5,331,92,214.0,314,114,0.0,0.0,0.0,0.0,0.0,0.0
Sir Vivian Richards Stadium,ODI,3,3,0,0,0,0,0,0.0,3,3,100.0,6,1565,3,779,3,786,35,0,0,0,0,35,260.83,276,232,259.67,274,232,262.0,276,236,0.0,0.0,0.0,0.0,0.0,0.0
Sir Vivian Richards Stadium,Test,3,1,0,0,2,0,0,0.0,1,1,100.0,11,2830,3,566,3,935,90,0,0,0,0,90,257.27,476,43,188.67,354,43,311.67,406,258,0.0,0.0,0.0,0.0,0.0,0.0
"Sir Vivian Richards Stadium, Antigua",ODI,3,3,0,0,0,1,1,100.0,2,2,100.0,6,1080,3,565,3,515,41,0,0,0,0,41,180.0,195,138,188.33,194,180,171.67,195,138,0.0,0.0,0.0,0.0,0.0,0.0
"Sir Vivian Richards Stadium, Antigua",Test,2,2,0,0,0,1,1,100.0,1,1,100.0,8,1604,2,484,2,528,67,0,0,0,0,67,200.5,343,17,242.0,297,187,264.0,306,222,0.0,0.0,0.0,0.0,0.0,0.0
"Sir Vivian Richards Stadium, North Sound",ODI,18,18,0,0,0,11,11,100.0,7,7,100.0,36,7997,18,4230,18,3767,269,0,0,0,0,269,222.14,322,104,235.0,322,104,209.28,283,106,0.0,0.0,0.0,0.0,0.0,0.0
"Sir Vivian Richards Stadium, North Sound",T20,13,13,0,0,0,5,5,100.0,8,8,100.0,26,3313,13,1764,13,1549,156,0,0,0,0,156,127.42,179,71,135.69,179,96,119.15,173,71,0.0,0.0,0.0,0.0,0.0,0.0
"Sir Vivian Richards Stadium, North Sound",Test,5,2,0,0,3,1,1,100.0,1,1,100.0,16,5012,5,1802,4,1412,121,0,0,0,0,121,313.25,566,7,360.4,566,7,353.0,522,243,0.0,0.0,0.0,0.0,0.0,0.0
"Sir Vivian Richards Stadium, North Sound, Antigua",ODI,14,13,0,1,0,4,4,100.0,9,9,100.0,30,5818,14,3161,14,2641,210,0,0,0,0,210,193.93,329,6,225.79,328,168,188.64,329,105,0.0,0.0,0.0,0.0,0.0,0.0
"Sir Vivian Richards Stadium, North Sound, Antigua",T20,37,35,1,1,0,12,12,100.0,23,23,100.0,76,9524,37,4978,37,4513,445,0,0,0,0,445,125.32,211,15,134.54,211,47,121.97,191,21,0.0,0.0,0.0,0.0,0.0,0.0
"Sir Vivian Richards Stadium, North Sound, Antigua",Test,5,3,0,0,2,1,1,100.0,2,2,100.0,19,5329,5,1721,5,2034,157,0,0,0,0,157,280.47,626,88,344.2,549,103,406.8,626,265,0.0,0.0,0.0,0.0,0.0,0.0
Sky Stadium,T20,2,2,0,0,0,1,1,100.0,1,1,100.0,4,509,2,270,2,239,30,0,0,0,0,30,127.25,143,96,135.0,142,128,119.5,143,96,0.0,0.0,0.0,0.0,0.0,0.0
"Sky Stadium, Wellington",ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,448,1,222,1,226,18,0,0,0,0,18,224.0,226,222,222.0,222,222,226.0,226,226,0.0,0.0,0.0,0.0,0.0,0.0
"Sky Stadium, Wellington",T20,5,5,0,0,0,2,2,100.0,3,3,100.0,10,1670,5,846,5,824,55,0,0,0,0,55,167.0,216,128,169.2,215,128,164.8,216,131,0.0,0.0,0.0,0.0,0.0,0.0
"Solvangs Park, Glostrup",T20,2,1,0,1,0,0,0,0.0,1,1,100.0,6,428,2,198,2,202,33,0,0,0,0,33,71.33,106,13,99.0,102,96,101.0,106,96,0.0,0.0,0.0,0.0,0.0,0.0
Sophia Gardens,ODI,22,18,3,1,0,7,7,100.0,11,11,100.0,42,9446,22,5129,20,4317,292,0,0,0,0,292,224.9,386,6,233.14,386,6,215.85,305,46,0.0,0.0,0.0,0.0,0.0,0.0
Sophia Gardens,T20,50,45,3,2,0,17,17,100.0,28,28,100.0,97,13819,50,7428,47,6391,549,0,0,0,0,549,142.46,216,30,148.56,216,30,135.98,192,32,0.0,0.0,0.0,0.0,0.0,0.0
Sophia Gardens,Test,3,2,0,0,1,1,1,100.0,1,1,100.0,10,3608,3,1265,3,1478,90,0,0,0,0,90,360.8,674,82,421.67,435,400,492.67,674,308,0.0,0.0,0.0,0.0,0.0,0.0
"Sophia Gardens, Cardiff",ODI,5,5,0,0,0,0,0,0.0,5,5,100.0,10,2281,5,1154,5,1127,63,0,0,0,0,63,228.1,312,141,230.8,308,141,225.4,312,141,0.0,0.0,0.0,0.0,0.0,0.0
"Sophia Gardens, Cardiff",T20,93,91,2,0,0,48,48,100.0,43,43,100.0,186,25868,93,13638,93,12230,1187,0,0,0,0,1187,139.08,243,3,146.65,243,26,131.51,194,3,0.0,0.0,0.0,0.0,0.0,0.0
Southend Club Cricket Stadium,ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,247,1,123,1,124,13,0,0,0,0,13,123.5,124,123,123.0,123,123,124.0,124,124,0.0,0.0,0.0,0.0,0.0,0.0
Southend Club Cricket Stadium,T20,5,4,0,1,0,4,4,100.0,0,0,0.0,12,1233,5,680,5,534,63,0,0,0,0,63,102.75,160,1,136.0,160,114,106.8,138,80,0.0,0.0,0.0,0.0,0.0,0.0
"Southend Club Cricket Stadium, Karachi",ODI,3,3,0,0,0,2,2,100.0,1,1,100.0,6,1199,3,682,3,517,40,0,0,0,0,40,199.83,260,167,227.33,260,169,172.33,180,167,0.0,0.0,0.0,0.0,0.0,0.0
"Southend Club Cricket Stadium, Karachi",T20,3,3,0,0,0,0,0,0.0,3,3,100.0,6,634,3,315,3,319,35,0,0,0,0,35,105.67,108,102,105.0,107,102,106.33,108,104,0.0,0.0,0.0,0.0,0.0,0.0
"Sportpark Harga, Schiedam",T20,3,3,0,0,0,2,2,100.0,1,1,100.0,6,535,3,349,3,186,40,0,0,0,0,40,89.17,178,29,116.33,178,72,62.0,84,29,0.0,0.0,0.0,0.0,0.0,0.0
Sportpark Het Schootsveld,ODI,2,2,0,0,0,0,0,0.0,2,2,100.0,4,994,2,495,2,499,24,0,0,0,0,24,248.5,291,205,247.5,290,205,249.5,291,208,0.0,0.0,0.0,0.0,0.0,0.0
Sportpark Het Schootsveld,T20,12,10,1,1,0,6,6,100.0,4,4,100.0,24,2694,12,1634,12,1060,127,0,0,0,0,127,112.25,213,18,136.17,213,54,88.33,185,18,0.0,0.0,0.0,0.0,0.0,0.0
"Sportpark Het Schootsveld, Deventer",T20,5,5,0,0,0,1,1,100.0,4,4,100.0,10,1334,5,669,5,665,58,0,0,0,0,58,133.4,172,98,133.8,172,98,133.0,165,100,0.0,0.0,0.0,0.0,0.0,0.0
Sportpark Maarschalkerweerd,T20,10,10,0,0,0,2,2,100.0,8,8,100.0,20,1817,10,928,10,889,114,0,0,0,0,114,90.85,138,39,92.8,137,39,88.9,138,40,0.0,0.0,0.0,0.0,0.0,0.0
"Sportpark Maarschalkerweerd, Utrecht",ODI,14,14,0,0,0,6,6,100.0,8,8,100.0,28,5387,14,2850,14,2537,213,0,0,0,0,213,192.39,380,148,203.57,380,148,181.21,235,149,0.0,0.0,0.0,0.0,0.0,0.0
"Sportpark Maarschalkerweerd, Utrecht",T20,21,19,2,0,0,11,11,100.0,8,8,100.0,40,4546,21,2733,19,1813,250,0,0,0,0,250,113.65,217,65,130.14,217,65,95.42,153,66,0.0,0.0,0.0,0.0,0.0,0.0
Sportpark Westvliet,T20,3,3,0,0,0,0,0,0.0,3,3,100.0,6,851,3,422,3,429,37,0,0,0,0,37,141.83,153,128,140.67,150,128,143.0,153,131,0.0,0.0,0.0,0.0,0.0,0.0
"Sportpark Westvliet, The Hague",ODI,4,4,0,0,0,2,2,100.0,2,2,100.0,8,1811,4,920,4,891,57,0,0,0,0,57,226.38,304,185,230.0,304,185,222.75,290,188,0.0,0.0,0.0,0.0,0.0,0.0
"Sportpark Westvliet, The Hague",T20,9,9,0,0,0,7,7,100.0,2,2,100.0,18,2623,9,1388,9,1235,129,0,0,0,0,129,145.72,168,87,154.22,168,132,137.22,158,87,0.0,0.0,0.0,0.0,0.0,0.0
"Sportpark Westvliet, Voorburg",T20,11,11,0,0,0,5,5,100.0,6,6,100.0,22,2847,11,1506,11,1341,132,0,0,0,0,132,129.41,172,71,136.91,172,83,121.91,161,71,0.0,0.0,0.0,0.0,0.0,0.0
Sri Ramachandra Medical College,T20,5,5,0,0,0,1,1,100.0,4,4,100.0,10,1137,5,608,5,529,36,0,0,0,0,36,113.7,200,47,121.6,200,47,105.8,149,50,0.0,0.0,0.0,0.0,0.0,0.0
SSC Karlsruhe,T20,5,5,0,0,0,4,4,100.0,1,1,100.0,10,1093,5,568,5,525,63,0,0,0,0,63,109.3,130,85,113.6,130,98,105.0,116,85,0.0,0.0,0.0,0.0,0.0,0.0
SSN College Ground,T20,5,5,0,0,0,1,1,100.0,4,4,100.0,10,976,5,522,5,454,65,0,0,0,0,65,97.6,178,62,104.4,178,62,90.8,111,66,0.0,0.0,0.0,0.0,0.0,0.0
St  Pauls college ground  Kalamassery,T20,7,7,0,0,0,3,3,100.0,4,4,100.0,14,1871,7,975,7,896,93,0,0,0,0,93,133.64,174,111,139.29,169,111,128.0,174,111,0.0,0.0,0.0,0.0,0.0,0.0
"St Albans Club, Buenos Aires",T20,28,26,2,0,0,16,16,100.0,10,10,100.0,55,5059,28,3028,27,2031,355,0,0,0,0,355,91.98,224,9,108.14,224,51,75.22,126,9,0.0,0.0,0.0,0.0,0.0,0.0
"St George's College Ground, Buenos Aires",T20,16,15,1,0,0,9,9,100.0,6,6,100.0,31,2506,16,1420,15,1086,225,0,0,0,0,225,80.84,149,4,88.75,149,4,72.4,96,41,0.0,0.0,0.0,0.0,0.0,0.0
St George's Park,ODI,20,19,1,0,0,7,7,100.0,12,12,100.0,39,8910,20,4786,19,4124,273,0,0,0,0,273,228.46,317,119,239.3,317,119,217.05,270,121,0.0,0.0,0.0,0.0,0.0,0.0
St George's Park,T20,10,10,0,0,0,5,5,100.0,5,5,100.0,20,2780,10,1508,10,1272,115,0,0,0,0,115,139.0,187,58,150.8,187,58,127.2,154,60,0.0,0.0,0.0,0.0,0.0,0.0
St George's Park,Test,9,8,0,0,1,5,5,100.0,3,3,100.0,32,8443,9,3147,9,2052,285,0,0,0,0,285,263.84,525,102,349.67,525,124,228.0,382,121,0.0,0.0,0.0,0.0,0.0,0.0
"St George's Park, Gqeberha",ODI,2,2,0,0,0,1,1,100.0,1,1,100.0,4,1102,2,586,2,516,28,0,0,0,0,28,275.5,375,211,293.0,375,211,258.0,301,215,0.0,0.0,0.0,0.0,0.0,0.0
"St George's Park, Gqeberha",T20,31,31,0,0,0,15,15,100.0,16,16,100.0,62,8862,31,4785,31,4077,400,0,0,0,0,400,142.94,225,52,154.35,225,52,131.52,190,54,0.0,0.0,0.0,0.0,0.0,0.0
"St George's Park, Gqeberha",Test,1,1,0,0,0,1,1,100.0,0,0,0.0,4,1241,1,358,1,328,40,0,0,0,0,40,310.25,358,238,358.0,358,358,328.0,328,328,0.0,0.0,0.0,0.0,0.0,0.0
"St George's Park, Port Elizabeth",ODI,5,5,0,0,0,4,4,100.0,1,1,100.0,10,2018,5,1137,5,881,85,0,0,0,0,85,201.8,272,112,227.4,272,204,176.2,221,112,0.0,0.0,0.0,0.0,0.0,0.0
"St George's Park, Port Elizabeth",T20,59,57,0,2,0,27,27,100.0,30,30,100.0,120,16836,59,8749,59,8073,707,0,0,0,0,707,140.3,211,6,148.29,211,82,136.83,191,80,0.0,0.0,0.0,0.0,0.0,0.0
"St George's Park, Port Elizabeth",Test,2,2,0,0,0,2,2,100.0,0,0,0.0,7,1424,2,762,2,285,65,0,0,0,0,65,203.43,453,68,381.0,453,309,142.5,217,68,0.0,0.0,0.0,0.0,0.0,0.0
St Georges Quilmes,T20,3,3,0,0,0,0,0,0.0,3,3,100.0,6,500,3,248,3,252,34,0,0,0,0,34,83.33,125,52,82.67,124,52,84.0,125,53,0.0,0.0,0.0,0.0,0.0,0.0
St Lawrence Ground,ODI,3,3,0,0,0,1,1,100.0,2,2,100.0,6,1308,3,747,3,561,42,0,0,0,0,42,218.0,269,75,249.0,269,228,187.0,254,75,0.0,0.0,0.0,0.0,0.0,0.0
St Lawrence Ground,T20,40,37,3,0,0,23,23,100.0,14,14,100.0,78,12815,40,6901,38,5914,478,0,0,0,0,478,164.29,250,52,172.53,250,99,155.63,226,52,0.0,0.0,0.0,0.0,0.0,0.0
St Lawrence Ground,Test,1,1,0,0,0,1,1,100.0,0,0,0.0,4,699,1,274,1,168,35,0,0,0,0,35,174.75,274,101,274.0,274,274,168.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0
"St Lawrence Ground, Canterbury",ODI,3,3,0,0,0,3,3,100.0,0,0,0.0,6,1567,3,952,3,615,44,0,0,0,0,44,261.17,347,144,317.33,347,272,205.0,245,144,0.0,0.0,0.0,0.0,0.0,0.0
"St Lawrence Ground, Canterbury",T20,48,48,0,0,0,21,21,100.0,27,27,100.0,96,15449,48,8085,48,7364,601,0,0,0,0,601,160.93,236,102,168.44,236,102,153.42,199,106,0.0,0.0,0.0,0.0,0.0,0.0
St'Xavier's KCA Cricket Ground,T20,7,7,0,0,0,4,4,100.0,3,3,100.0,14,1534,7,848,7,686,82,0,0,0,0,82,109.57,174,49,121.14,174,49,98.0,137,50,0.0,0.0,0.0,0.0,0.0,0.0
Stadium Australia,T20,18,18,0,0,0,9,9,100.0,9,9,100.0,36,5031,18,2701,18,2330,219,0,0,0,0,219,139.75,208,29,150.06,208,101,129.44,164,29,0.0,0.0,0.0,0.0,0.0,0.0
"Stanley Park, Blackpool",T20,14,12,1,1,0,6,6,100.0,6,6,100.0,27,3888,14,2064,13,1824,179,0,0,0,0,179,144.0,202,90,147.43,201,96,140.31,202,90,0.0,0.0,0.0,0.0,0.0,0.0
"Stars Arena Hofstade, Zemst",T20,11,11,0,0,0,3,3,100.0,8,8,100.0,22,2651,11,1431,11,1220,142,0,0,0,0,142,120.5,177,56,130.09,177,56,110.91,164,57,0.0,0.0,0.0,0.0,0.0,0.0
Stellenbosch University 1,ODI,2,2,0,0,0,1,1,100.0,1,1,100.0,4,542,2,384,2,158,27,0,0,0,0,27,135.5,277,50,192.0,277,107,79.0,108,50,0.0,0.0,0.0,0.0,0.0,0.0
Stellenbosch University 2,ODI,1,1,0,0,0,1,1,100.0,0,0,0.0,2,230,1,162,1,68,19,0,0,0,0,19,115.0,162,68,162.0,162,162,68.0,68,68,0.0,0.0,0.0,0.0,0.0,0.0
"Stubberudmyra Cricket Ground, Oslo",T20,3,3,0,0,0,2,2,100.0,1,1,100.0,6,914,3,512,3,402,45,0,0,0,0,45,152.33,204,125,170.67,204,136,134.0,140,125,0.0,0.0,0.0,0.0,0.0,0.0
